axs_name,section
Sports & Social Maryland,S
Sports & Social Orlando,S
Sports & Social Philadelphia,S
Sports & Social St. Louis,S
Sports & Social Steel City,S
Sports Arena,S
Sportsbook at Parx Casino,S
Spotlight 29 Casino,S
Spreckles Theatre,S
Spruce Meadows,S
Spybar,S
Spyglass Ridge Winery,S
Squaw Valley,S
SRP Park,S
St Bartholomew the Great,S
St Bartholomew's Church,S
St Croix Casino Turtle Lake,S
St David's Hall,S
St George's,S
St George's Church,S
St Johns County Fairgrounds,S
St Lawrence Ground,S
St Louis Mills Stadium 18,S
St Luke's,S
St Martin's Theatre,S
St Mary's Cathedral,S
St Mary's Stadium,S
St Nicholas' Park,S
St Pancras Old Church,S
St. Andrew's Hall,S
St. Ann & the Holy Trinity Church,S
St. Ann's Warehouse,S
St. Augustine Amphitheatre Backyard Stage,S
St. Augustine Farmers Market,S
St. Augustine Francis Field,S
St. Augustine's Arts & Events Centre,S
St. Cecilia Music Center,S
St. Clair Riverfest - Palmer Park,S
St. Cloud Municipal Athletic Complex,S
St. Croix Casino Danbury,S
St. George Theatre,S
St. Jacobs Country Playhouse,S
St. James Theatre,S
St. James' Park,S
St. John Stadium,S
St. John's College - Francis Scott Key Auditorium,S
St. John's Lutheran Church,S
St. Joseph Civic Arena,S
St. Laurent Shopping Centre,S
St. Paul Rodeo,S
St. Pete Times Forum,S
Stable Hall,S
Stabler Arena,S
Stade CANAC,S
Stade Quillorama,S
Stadium Arena,S
Stadium Green Iguana,S
Stadium MK,S
Stadium of Light,S
Stadium Theatre,S
Stadiwm CSM,S
Stafford Centre,S
Stage 42,S
Stage 722,S
Stage AE,S
Stage Red,S
Staller Center For the Arts,S
Stambaugh Auditorium,S
Stamford Bridge,S
Stamford Center For the Arts,S
Stamford Corn Exchange Theatre,S
Stampede Aurora,S
Stampede Corral,S
Stampede Park,S
Stand Up Live Phoenix,S
Stanford Hall,S
Stanky Field,S
Stanley Hotel,S
Stanley Industrial Alliance Stage,S
Stanley's Famous Pit Barbecue,S
STAR Centre,S
Star of Texas Fair and Rodeo,S
Star of the Desert Arena,S
Star Plaza Theatre,S
Star Theater,S
Star Theatre at Numerica Veterans Arena,S
Starbucks Coffee,S
StarDome Comedy Club,S
Starfire Sports Complex,S
Starland Ballroom,S
Starlight Amphitheater at Frontier City,S
Starlight Bowl,S
Starlight Ranch Event Center,S
Starlight Stadium,S
Starlight Theatre,S
Starlite Room - Cedar Rapids,S
Stars and Stripes Festival - Freedom Hill County Park,S
State Fair of West Virginia,S
State Farm Arena,S
State Farm Arena - TX,S
State Farm Center,S
State Theater,S
State Theatre,S
State Theatre - Kalamazoo,S
State Theatre New Brunswick,S
State Theatre New Jersey,S
State Theatre of Ithaca,S
State Theatre of Modesto,S
State Theatre Red Bluff,S
Stateside at the Paramount,S
Stateside Live!,S
Statesman Skyline Theater at the Long Center,S
Station 4,S
Steel Creek,S
Steele County Fair,S
Steele Indian School Park,S
Steelhouse Omaha,S
Stegeman Coliseum,S
Stephen C. O'Connell Center,S
Stephen's Performing Arts Center,S
Stephens Auditorium,S
Steppenwolf Theatre,S
Stereo Garden,S
Stereo Live Dallas,S
Stereo Live Houston,S
Sterling Steak & Lounge,S
Stern Auditorium / Perelman Stage at Carnegie Hall,S
Steve Loy Family Foundation Stadium,S
Stewart Stadium,S
Stiefel Theatre,S
Stifel Theatre,S
STIGA Sports Arena,S
Stir Cove at Harrah's Council Bluffs,S
Stix Ludington,S
Stockholms Stadion,S
Stockton Globe,S
Stonecrest at Piper Glen 22,S
Stoney's Rockin' Country,S
Stony Brook University Arena,S
Stopher Gym,S
Stormont Vail Events Center,S
Storyhouse,S
Stoughton Opera House,S
Strahan Arena at the University Events Center,S
Stramler Park,S
Stranahan Theater and Great Hall,S
Strange Brew,S
Stratford Play House,S
Stratton Mountain Ski Resort,S
STRAUSS SQUARE,S
Strawberry Arena,S
Strawberry Stadium,S
Stress Factory - Bridgeport,S
Stress Factory - New Brunswick,S
Stride Bank Center,S
Strings Music Pavilion,S
Stroh Center,S
Strummer's Bar & Grill,S
Struthers Library Theatre,S
Stuart's Opera House,S
Stude Concert Hall at Rice University,S
Studio 30,S
Studio A,S
Studio E,S
Studio Loft at the Ellie Caulkins Opera House,S
Studio Seaview,S
Studio Seven,S
Studio Theater at Wilson Center,S
Sturgis Buffalo Chip,S
Stylus Leeds,S
Su Teatro at The Denver Civic Theater,S
SubCulture,S
SUBSTANCE,S
Substation,S
Subterania,S
Sugar Loaf Performing Arts Center,S
Sugar Mountain Performing Arts Center,S
Sullivan Arena,S
Sullivan Field,S
Summer Stage at Mount Airy Casino and Resort,S
Summer Stage at Tree House Brewing Company,S
Summerfest,S
Summit Arena,S
Summit City Comedy Club,S
Summit Denver,S
Sun Bowl Stadium,S
Sun Patio at Mohegan Sun,S
Sunbar Tempe,S
Suncoast Credit Union Arena,S
Suncorp Stadium,S
Sundown at Granada,S
Sundsvalls teater,S
Sunken Bus Studios,S
Sunken Gardens,S
Sunrise Theater Fort Pierce,S
Sunset Center,S
Sunset Cove Amphitheater,S
Sunset Station Hotel & Casino,S
Sunset Tavern,S
Sunshine Grove,S
Sunshine Studios Live,S
Sunshine Theater,S
SUNY Binghamton,S
Superior Dome,S
Superior Ingredients,S
Supersonic,S
Supersonic Records,S
Suplizio Field,S
Suquamish Clearwater Casino Resort,S
Surflight Theatre,S
Surly Brewing Festival Field,S
Surprise Stadium,S
Surya,S
Sussex County Fairgrounds,S
Svenska Fönster Arena,S
Sverige,S
SVN West,S
Swallow Hill Music - Daniels Hall,S
Swallow Hill Music - Tuft Theatre,S
Swan Dive Austin,S
Swan Dive Las Vegas,S
Swangard Stadium,S
Swansea,S
Swansea Arena,S
Swansea Grand Theatre,S
Swap Shop and Thunderbird Drive-In,S
Swedish American Hall,S
Sweetland Amphitheatre at Boyd Park,S
Sweetwater Music Hall,S
Swenson Gymnasium,S
SWG 3,S
SWG3 Studio Warehouse,S
Swiftel Center,S
Swinney Recreation Center,S
Swisher Gymnasium,S
Swyer Theatre at The Egg,S
Sycamore Ranch,S
Sydney Cricket Ground,S
Sydney Goldstein Theater,S
Sydney Olympic Stadium (formerly ANZ Stadium),S
Sydney Showground,S
SYEC Expo Hall at the National Western Center,S
Sylvan Beach Park,S
Sylvan Cellars Event Center & Tasting Room,S
Symphony Center,S
Synovus Park,S
Södertälje Fotbollsarena,S
Table Mountain Casino,T
Tachi Palace Hotel and Casino,T
Tackle Box Bar and Grill,T
Tacoma Comedy Club - 6th and Proctor,T
Tacoma Comedy Club - Downtown,T
Tacoma Dome,T
Taft Theatre,T
Tag's Summer Stage,T
Tahoe Blue Event Center,T
Tailgate N' Tallboys - Midland,T
Takasaki Arena,T
Tal Anderson Field,T
Talking Stick Resort Amphitheatre,T
Tall Pines Distillery - MO,T
Tall Pines Distillery - Salisbury,T
Talladega Superspeedway,T
Tallahassee-Leon County Civic Center,T
Tampa Bay Performing Arts Center,T
Tampa Theatre,T
Tanglewood Musical Center,T
Tannahills Tavern and Music Hall,T
TAO Beach Dayclub,T
TAO Chicago,T
Taos Mesa Brewing,T
Tarara Winery,T
Tarleton Memorial Stadium,T
Tarleton State Baseball Stadium,T
Tarrytown Music Hall,T
Tavern on 4th,T
Taylor Stadium,T
TCC Leo Rich Theater,T
TCL Chinese Theatre,T
TCO Stadium,T
TD Arena,T
TD Ballpark,T
TD Bank Ballpark,T
TD Banknorth Garden,T
TD Pavilion at Highmark Mann,T
TD Place Arena,T
TD Station,T
TDECU Stadium,T
Tea at Shiloh,T
Teater Västernorrland,T
Tech CU Arena,T
Ted Wright Stadium,T
Teehee's Comedy Club,T
Tele2 Arena,T
Telenor Arena,T
Telford International Centre,T
Telluride Town Park,T
Tellus360,T
Temblor Brewing Company,T
Tempe Beach Park,T
Tempe Center for the Arts,T
Tempe Diablo Stadium,T
Tempe Improv,T
Temple Gardens Centre,T
Temple Hoyne Buell Theatre,T
Temple Newsam Park,T
Temple Nightclub Denver,T
Temple Nightclub San Francisco,T
Temple Performing Arts Center,T
Temple Theatre,T
Temple Theatre at Tacomas Landmark Convention Center,T
TempleLive at Cleveland Masonic,T
TempleLive at Peoria Scottish Rite,T
TempleLive Fort Smith,T
TempleLive Wichita,T
Templeton-Blackburn Alumni Memorial Auditorium,T
Tempodrom,T
Tennessee Performing Arts Center,T
Tennessee Theatre,T
Tennessee Valley Fair,T
Tenney Stadium at Leonidoff Field,T
Teragram Ballroom,T
Terminal 5 / Webster Hall,T
Terminal West,T
Terra Fermata,T
Terrapin Beer Co.,T
Terry Theater,T
Teton County Fairgrounds,T
Teton County Fairgrounds - WY,T
Texas Hall,T
Texas Health Mansfield Stadium,T
Texas Live!,T
Texas Motor Speedway,T
Texas Tea Room - Carthage,T
Texas Tech University Allen Theater,T
Texas Trust CU Theatre,T
Thalia Mara Hall,T
Thalian Hall Center for the Performing Arts,T
Thanksgiving Point,T
THC NYC,T
The 04 Center,T
The 100 Club,T
The 27 Club,T
The 44 Sports Grill & Nightlife,T
The 720 Room,T
The 81 Club at Billy Bob's Texas,T
The 8x10,T
The Abbey,T
The Adderley Amphitheater at Cascades Park,T
The Adelphia Music Hall,T
The Admiral - Omaha,T
The Ainsworth PHX,T
The Alcazar Room,T
The Alexandra,T
The Alibi,T
The Alley Deck,T
the ALLIANCE,T
The Alpine,T
The Altar Bar,T
The Ambassadors Theatre,T
The American Cinematheque's Egyptian Theatre,T
The American Comedy Co,T
The Amp at Log Still,T
The Amp Ballantyne,T
The Amphitheatre at Clark County,T
The Annex,T
The Anthem,T
The Anvil,T
The Apex,T
The Apollo Theatre,T
The Aquarium,T
The Arena at Innovation Mile,T
The Arena at The Dow Event Center,T
The Ark,T
The Armory,T
The Armory at MGM Springfield,T
The Art Bar,T
The Artist Meadow at The Orion,T
The Asbury,T
The Assembly Theatre at the Woman's Club,T
The Astoria,T
The Astro Amphitheater,T
The Astro Theater,T
The Asylum at Masonic Temple,T
The Atrium - L.A. Live 3rd Floor,T
The Attic,T
The Auditorium,T
The Augustus Ballroom at Caesars Palace,T
The Aztec Theatre,T
The Baby G,T
The Baby Grand,T
The Back Room @ Colectivo,T
The Backyard Bar Stage and Grill,T
The Badlander,T
The Badlands Amphitheatre,T
The Badminton Estate,T
The Bagdad Theater,T
The Ballpark at America First Square,T
The Ballpark at Jackson,T
The Ballroom at Belasco Theater,T
The Ballroom at Boardwalk Hall,T
The Ballroom at Spider House,T
The BancorpSouth Center,T
The Bank of Kentucky Center,T
The Banyan Live,T
The Barn,T
The Barn at The Frio,T
The Barns at Wolf Trap,T
The Barrelhouse Ballroom,T
The Basement,T
The Basement - Nashville,T
The Basement at Oskar Blues Colorado Springs,T
The BayCare Sound,T
The Beach At Governors Island,T
The Beach at Santa Monica,T
The Beacham,T
The Beachland Ballroom,T
The Belding Theater,T
The Belfast Empire Music Hall,T
The Bell House,T
The Bellwether,T
The Berry Center,T
The Betty,T
The Big E,T
The Bilheimer Capitol Theatre,T
The Bill Murray,T
The Birchmere,T
The Bishop Bar,T
The Black Buzzard at Oskar Blues,T
The Black Heart,T
The Black Prince,T
The Blind Pig,T
The Blockley,T
The Blue Light Lubbock,T
The Blue Note - MO,T
The Blue Room - Statesboro,T
The Blue Room at Third Man Records,T
The Bluebird,T
The Blues Kitchen,T
The Bluestone,T
The Boathouse - Myrtle Beach,T
The Bodega,T
The Bomb Factory,T
The Boot - Cattle Country Music Festival,T
The Bottleneck,T
The Bourbon Room,T
The Bowery Electric,T
The Bread Shed,T
The Brentwood Centre,T
The Brickyard,T
"The Brickyard Gallery, Playa Vista Campus",T
The Bridge at Santa Fe Brewing Company,T
The Bridge at Three Forks,T
The Bridgewater Hall,T
The Brindley,T
The Broadberry,T
The Broadmoor,T
The Broadway,T
The Bronze Peacock at House of Blues Houston,T
The Brook,T
The Brooklyn Hangar,T
The Brooklyn Mirage,T
The Broom Factory,T
The Buddy Holly Hall,T
The Bullingdon,T
The Bullpen,T
The Bur Oak,T
The Burl,T
The Cabin,T
The Cabot Theater,T
The Cambridge Corn Exchange,T
The Camden Assembly,T
The Camden Garrison,T
The Camp At Lake Wappapello,T
The Cannon Center for the Performing Arts,T
The Canopy Club,T
The Canvas at L.A. Live,T
The Canyon Agoura Hills,T
The Canyon at OPAC,T
The Canyon Montclair,T
The Canyon Santa Clarita,T
The Capital Theatre,T
The Capitol Room at Harrisburg Arts Center,T
The Carpet Shop,T
The Carson Center for the Performing Arts,T
The Casino at Dania Beach Stage 954,T
The Castle & Falcon,T
The Castle Hotel,T
The Castle Theatre,T
The Catalyst,T
The Catalyst - Atrium,T
The Cause,T
The Cavern Club,T
The Caverns,T
The Caves,T
The Cedar Cultural Center,T
The Centaur at Cheltenham Racecourse,T
The Center for the Arts Grass Valley,T
The Champlain Valley Exposition,T
The Chapel,T
The Chapel at the Masonic Temple Detroit,T
The Chapel on Sycamore,T
The Charles Playhouse,T
The Charleston Pour House,T
The Chelsea (Mophie Stage) at The Cosmopolitan,T
The Chicken Box,T
The Chinese Room at Smith Tower,T
The Chinook at Terry Bison Ranch,T
The Church Nightclub,T
The Circle OC,T
The City Center,T
The Civic Theatre,T
The Clapham Grand,T
The Classic Center's 440 Foundry Pavilion,T
The Clayton Center,T
The Club at Stage AE,T
The Cluny,T
The Clyde Theatre,T
The Coach House,T
The Coast,T
The Colisée,T
The Colosseum at Caesars Palace,T
The Comedy & Magic Club,T
The Comedy Attic,T
The Comedy Club Of Kansas City,T
The Comedy Fort,T
The Comedy Scene,T
The Comedy Store - La Jolla,T
The Commons @ Butler's Barracks,T
The Commons on Champa,T
The Commonwealth Room,T
The Company Theatre,T
The Complex,T
The Concert Hall - Toronto,T
The Concourse Project,T
The Congress,T
The Corran Halls,T
The Cotillion,T
The Cotton Bowl,T
The Country Club of Jackson,T
The Courtyard,T
The Courtyard Theatre,T
The Cove at Cal Expo,T
The Cove at River Spirit Casino,T
The Cowan,T
The Creek and The Cave,T
The Crescent,T
The Criterion,T
The Crofoot Ballroom,T
The Croft,T
The Cromwell,T
The Croxton Bandroom,T
The Cuban Club,T
The Cumberland Arms,T
The Cutting Room,T
The Darlington Arena,T
The Deaf Institute,T
The Dell Music Center,T
The Den PDX,T
The Den Theatre,T
The Dip,T
The District,T
The District Bar,T
The District Sioux Falls,T
The DNA Lounge,T
The Dojo Of Comedy,T
The Domain Sydney,T
The Dome - Virginia,T
The Dome at America's Center,T
"The Dome, Tufnell Park",T
The Dothan Civic Center Arena,T
The Downtown Independent,T
The Drake,T
The Drunken Unicorn,T
The Duchess Theatre,T
The Earl,T
The East Room Nashville,T
The Eastern,T
The Echo Lounge and Music Hall,T
The Echoplex,T
The Ector Theatre,T
The Edge Pavilion,T
The Elgin Theatre,T
The Eli and Edythe Broad Stage,T
The ELM,T
The Elmont,T
The Emperors Ballroom at Caesars Palace,T
The Empire Theatre,T
The Emporium,T
The Empty Bottle,T
The End,T
The End - Houston,T
The Engine Shed,T
The Espee,T
The Evening Muse,T
The Event at Graton,T
The Fabulous Fox Theatre,T
The Factory,T
The Factory - Chesterfield,T
The Factory at Franklin,T
The Factory Worthing,T
The Falkirk Stadium,T
The Far Out Lounge & Stage,T
The Farm - Eureka Springs Campground and Events,T
The Farm at Lakefield College,T
The Fiddler,T
The Fields at Decatur,T
The Fighting Cocks,T
The Fillmore Charlotte,T
The Fillmore Miami Beach,T
The Fillmore Philadelphia,T
The Fillmore Silver Spring,T
The Fire Station,T
The Fitzgerald,T
The Fitzgerald Theater,T
The Flat Top Box at The Pinnacle,T
The Fleece,T
The Floridian Social,T
The Flying Monkey,T
The Folklore Rooms,T
The Folly Theater,T
The Ford,T
The Forge,T
The Forum,T
The Forum Auditorium,T
The Forum Columbus,T
The Foundry,T
The Foundry - VA,T
The Foundry at Judson Mill,T
The Foundry Concert Club,T
The Foundry Philadelphia,T
The Foundry SF,T
The French Commons,T
The Fruit,T
The Fruit Yard Chicken Ranch Casino & Resort Amphitheater,T
The Funhouse at Mr. Smalls,T
The Gabba,T
The Galleria,T
The Gallery At Military Circle,T
The Garage,T
The Garden by Tannery Bend Beerworks,T
The Garrison,T
The Gaslight Social,T
The Gate Arts Centre,T
The Gateway - Salt Lake City,T
The Genting Arena,T
The George Tavern,T
The Get Down PDX,T
The Gielgud Theatre,T
The Glass House,T
The Glasshouse International Centre for Music,T
The Glee Club,T
The Globe,T
The Goat Ranch,T
The Golden Record,T
The Gossy Room at Caesars Palace,T
The Grace,T
The GRAMMY Museum®,T
The Granada Theatre,T
The Grand,T
The GRAND - Calgary,T
The Grand - Sudbury,T
The Grand 1894 Opera House,T
The Grand at The Complex,T
The Grand Ballroom at The Regency Center,T
The Grand Boston,T
The Grand GSO,T
The Grand Long Beach Event Center,T
The Grand Theater - Wausau,T
The Grand Theatre Kingston,T
The Grange,T
The Great Allentown Fair,T
The Great Darke County Fair,T
The Great Hall,T
The Great Lawn in Centennial Park,T
The Great New York State Fair,T
The Great Northern,T
The Greek Theater at Civic Center Park,T
The Green Lantern Bar & Grill,T
The Green Mill,T
The Green on the East End,T
The Green Room at 21Soho,T
The Greenbrier,T
The Grey Eagle,T
The Grog Shop,T
The Ground,T
The Grove,T
The Grove at Wesley Chapel,T
The Grove House,T
The Grove of Anaheim,T
The Guild Theatre,T
The Hafren,T
The Hall,T
The HALL at Live!,T
The Hall at Ole Red Nashville,T
The Halls Wolverhampton,T
The Hamilton Live,T
The Handlebar - Pensacola,T
The Hangar - Lake Tahoe,T
The Hanover Theatre,T
The Harbor Club,T
The Harley Hotel & Bar,T
The Hat - Manhattan,T
The Hawthorn,T
The Hayloft,T
The Heights Theater,T
The Hexagon,T
The Hibernia,T
The Hideout,T
The Hill Winery,T
The Hippodrome Performing Arts Center,T
The Historic Elsinore Theatre,T
The Historic Theater - Portsmouth,T
The Hiyu,T
The Holding Company,T
The Holland Project,T
The Hook,T
The Hook and Ladder,T
The Hope and Ruin,T
The Horse Hospital,T
The Houndsmen English Lounge,T
The Howard Theatre,T
The Howlin' Wolf,T
The Hub,T
The Hug And Pint,T
The Ice Box,T
The Incora County Ground,T
The Independent SF,T
The International Centre,T
The Intersection - Elevation,T
The Intersection - The Stache,T
The Iridium,T
The Jam Jar,T
The Joiners,T
The Joinery,T
The Joint - Hard Rock Tulsa,T
The Jolly Fox,T
The Jones Assembly,T
The JPT Film & Event Center,T
The Junction,T
The Jungle,T
The Junkyard,T
The JW Marriott at L.A. LIVE,T
The Kasbah,T
The Katharine Hepburn Cultural Arts Center,T
The Kazimier,T
The KEE to Bala,T
The Kelsey Theater,T
The Kent Stage,T
The Kentucky Center for the Performing Arts - Whitney Hall,T
The Kessler Theater,T
The KING of CLUBS,T
The Kings Hall - Avant Gardner,T
The Klein Memorial Auditorium,T
The Lab at Hollywood Improv,T
The Lakes at Thousand Oaks,T
The Lamp Theatre,T
The Lantern,T
The Lawn at Lake Terrace,T
The Leadmill,T
The Ledge Waite Park Amphitheater,T
The Legacy Center,T
The Legendary Horseshoe Tavern,T
The Lemon Grove,T
The Lemon Tree,T
The Lensic,T
The Lerner Theatre,T
The Lexington,T
The Liberty Inc,T
The Lighthouse,T
The Limelight Hotel,T
The Lincoln,T
The Lincoln Center,T
The Lincoln Lodge,T
The Linda Ronstadt Music Hall,T
The Linq,T
The Little Violet Door,T
The Local 662,T
The Lodge at The Deaf Institute,T
The Lodge at The Regency Center,T
The Loft,T
The LOFT at Skyway Theatre,T
The London Palladium,T
The Looney Bin,T
The Lot at The Complex,T
The Loud,T
The Louisiana,T
The Louisville Palace Theatre,T
The Lounge at World Café Live,T
The Lower Third,T
The Lowry,T
The Lowry Quays Theatre,T
The Lowther Pavilion Theatre,T
The Lucas Theatre,T
The Lumberyard,T
The Lyric at Skyway Theatre,T
The Lyric Oxford,T
The MAC at Monmouth University,T
The Machine Shop,T
The Machine Shop - ON,T
The Madison Center for the Arts,T
The Magic Bag,T
The Magic Stick,T
The Magnolia,T
The Majestic Ventura Theater,T
The Mansion - MO,T
The Mansion at Hudson Yards,T
The Marble Factory,T
The Marc,T
The Market Norfolk,T
The Marquee Ballroom,T
The Marquis Park City,T
The Martin Centre,T
The Maryland Theatre,T
The Masquerade - Music Park,T
The Matullia Lands at Rock Bay,T
The Mauch Chunk Opera House,T
The Mayan,T
The McMillan Theatre,T
The Meadows,T
The Meadows Music Theatre,T
The Met Pawtucket,T
The Met Philadelphia,T
The Metropolitan Night Club,T
The Metropolitan Theatre,T
The MidAmerican Energy Company RecPlex,T
The Middlesbrough Empire,T
The Midland Theatre,T
The Midnight Hour,T
The Mill and Mine,T
The Mill Terre Haute,T
The Millwald,T
The Mint,T
The Miramar Theatre,T
"The Mixing Room, J.W. Marriott at L.A. LIVE",T
The Momentary,T
The Montalban,T
The Moon,T
The Moore Theatre,T
The Moss Center,T
The Mountain Winery,T
The Muny,T
The Murphy Theatre,T
The Musette,T
The Museum of Comedy,T
The Music Box,T
The Music Yard at SouthBound,T
The Nashville Arena,T
The National,T
The National Bowl,T
The Nest,T
The New Jalisco,T
The New Parish,T
The New Tropicana Las Vegas,T
The Newberry,T
The Nick,T
"The Nick Rayns LCR, UEA",T
The Night and Day Cafe,T
The NorVa,T
The Novo,T
The Novo - Grammys,T
The Novo VIP Room,T
The O'Shaughnessy,T
The O2,T
The Oaks Theater,T
The Oasis,T
The Observatory,T
The Observatory North Park,T
The Observatory Ottawa,T
The Office,T
The Ohio State Reformatory,T
The Old Blue Last,T
The Old Church Concert Hall,T
The Old Fire Station,T
The Old Market,T
The Old Rep Theatre,T
The Old Saloon,T
The Olympic Club,T
The Olympic Venue,T
The Oncenter - Crouse Hinds Theater,T
The Oncenter War Memorial Arena,T
The Orange Peel,T
The Orchard Theatre,T
The Original,T
The Orion Amphitheater,T
The Orleans Showroom,T
The Orpheum,T
The Orpheum - Tampa,T
The Orpheum Theater - Flagstaff,T
The Outlaw Saloon,T
THE PAD AT NORTHERLY ISLAND,T
The Pageant,T
The Painted Turtle,T
The Palace Ballroom at Caesars Palace,T
The Palace of Auburn Hills,T
The Palais,T
The Palazzo Theatre at The Venetian Las Vegas,T
The Palestra,T
The Palladium at St. Petersburg College,T
The Palomino Smokehouse and Social Club,T
The Pantheon at Caesars Virginia,T
The Paramount,T
The Paramount Abilene,T
The Paramount In Concert With Northwell,T
The Paramount Theater Charlottesville,T
The Parish at House of Blues Anaheim,T
The Parish at House of Blues New Orleans,T
The Park at Harlinsdale Farm,T
The Park at L.A. Coliseum,T
The Parkdale Hall,T
The Parker,T
The Parlour at The Signal,T
The Pavilion at ARC - UC Davis,T
The Pavilion at Boise State,T
The Pavilion at Montage Mountain,T
The Pavilion at Oregon State Fairgrounds,T
The Pavilion at Tree House Brewing Company,T
The Peace Center,T
The Pearl,T
The Penthouse,T
The Petroleum Club at Sundale Country Club,T
The Phoenix Theatre - Petaluma,T
The Phoenix Theatre Company - Hormel Theatre,T
The Phoenix Theatre Company - Judith Hardes Theatre,T
The Phoenix Theatre Company - Stephenson Theatre,T
The PIAZZA,T
The Pickle Factory,T
The Picklr - Westbrook,T
The Piece Hall,T
The Piedmont Grand Opera House,T
The Pike Room at The Crofoot,T
The Pines Modern Steakhouse,T
The Pines Music Park,T
The Pines Theater at Look Park,T
The Pinnacle,T
The Pit,T
The Plant,T
The Playhouse at Overture Center for the Arts,T
The Playhouse on Rodney Square,T
The Plaza,T
The Plaza Live Orlando,T
The Plaza Theatre - Wharton,T
The Pocket DC,T
The Podium,T
The Polk Theatre,T
The Ponds at Harlan Ranch,T
The Pool After Dark - Harrah's Atlantic City,T
The Pool at Graton Casino and Resort,T
The Pool at Live!,T
The Pool at Talking Stick Resort,T
The Pool at Virgin Hotels Las Vegas,T
The Port Comedy Club,T
The Port Theatre - BC,T
The Post OG,T
The Pour House,T
The Premier,T
The Press Room,T
The Prime Rib,T
The Prince Albert,T
The Prince Theater,T
The Promontory,T
The Prospect Building,T
The Pub Station,T
The Pullo Center,T
The Pyramid Arena,T
The Pyramid Scheme,T
The Q Centre Arena,T
The Quail Golf Club,T
The Quarry - Sacramento,T
The Queen,T
The Queen's Hall,T
The Rabbit Hole New Orleans,T
The Racquet Club of Memphis,T
The Radio Room,T
The Rail Club,T
The Rail Event Center,T
The Railyards,T
The Rainbow Bistro,T
The Rainbow Cellar,T
The Ramkat,T
The Ranch,T
The Ranch Equestrian Center,T
The Ranch House,T
The Ranch Roadhouse,T
The Range,T
The Rave / Eagles Club - Eagles Ballroom,T
The Rebel Lounge,T
The Rechabite,T
The Recher,T
The Red Mile,T
The Red Room - Vancouver,T
The Red Room at Cafe 939,T
The Reef,T
The Refinery Charleston,T
The Regency Ballroom,T
The Regency Live,T
The Regent,T
The Republik - Honolulu,T
The Rescue Rooms,T
The Reserve at Park MGM,T
The Resort at Fredericksburg,T
The Rev Room,T
The Rhythm Room,T
The Rialto Theatre Raleigh,T
The Ridgefield Playhouse,T
The Ridgewood Country Club,T
The Riff,T
The Rink Studios,T
The Rino,T
The Riot Comedy Club at Rudyards,T
The Rising Sun,T
The Ritz Raleigh,T
The Ritz San Jose,T
The Ritz Ybor,T
The Riverside Theater,T
The Riviera Theater - SC,T
The Rivoli Toronto,T
The Roberts Orpheum Theater,T
The Rock,T
The Rock Box,T
The Rockaway Hotel,T
The Rockin' Chair,T
The Rockwell,T
The Rooftop at Pier 17,T
The Rose and Alfred Miniaci Performing Arts Center,T
The Roxy,T
The Roxy Denver,T
The Roxy Event Center and Music Hall,T
The Royal,T
The Royal Crescent,T
The Royal Grove,T
The Royal Hall,T
The Ruby Theatre,T
The Runaway,T
The Rust Belt,T
THE SALSA ROOM,T
The Salt Lick BBQ Pavilion,T
The Salt Shed,T
The Sanford Center,T
The Schaefer Center for the Performing Arts,T
The Seasons Performance Hall,T
The Secret Group,T
The Senate,T
The Shacklewell Arms,T
The Shakespeare,T
The Sharon,T
The Shed,T
The Shed Smokehouse and Juke Joint,T
The Shelter at St. Andrew's Hall,T
The Show - Agua Caliente Casino,T
The Showdown,T
The Showroom at Talking Stick Resort,T
The Shredder,T
The Signal,T
The Sinclair,T
The Siren,T
The Skagit Casino Resort,T
The Skunk Farm,T
The SKyPAC,T
The Slaughtered Lamb,T
The Sleeman Centre,T
The Slowdown,T
The Smell,T
The Social,T
The Soiled Dove Underground,T
The Song & Dance,T
The Soraya,T
The Sound - Del Mar,T
The Sound Amphitheater,T
The Sound Room Oakland,T
The Southern Cafe and Music Hall,T
The Southgate House Revival,T
The Sovereign,T
The Spa Bridlington,T
The Space at Westbury,T
"The Spitfire Ground, St Lawrence",T
The Sports & Social Club,T
The Spot by Dre and Snoop,T
The Spotlight,T
The St. James - VA,T
The Stables Theatre,T
The Stadium at South Field,T
The Stage at Suffolk Downs,T
The Stand Comedy Club,T
The Stand NYC,T
The Stand Up Comedy Club,T
The Stanley Theatre,T
The Star Pavilion @ HersheyPark Stadium,T
The Starlite Room,T
The State Room,T
The State Theatre - Greenville,T
The State Theatre - State College,T
The Steamworks,T
The Stone Church - VT,T
The Strand,T
The Strand Theatre,T
The STRAT,T
The Strutt,T
The Studio at FirstOntario Concert Hall,T
The Studio at Mizner Park,T
The Studio at The Bomb Factory,T
The Suffolk,T
The Sugarmill,T
The Sultan Room,T
The Summer Club,T
The Summit,T
The Summit Music Hall,T
The Summit Showroom at the Venetian Las Vegas,T
The Sunflower Lounge,T
The Super Pit at UNT Coliseum,T
The Surf Ballroom,T
The Surf Club,T
The Sutter Room (1270 Sutter Street),T
The Sylvee,T
The Tabernacle,T
The Tabernacle - MA,T
The Tailgate,T
The Tank Room,T
The Texas Club,T
The Texas Theatre,T
The Theater at MGM National Harbor,T
The Theater at Mount Jordan,T
The Theater at Virgin Hotels Las Vegas,T
